layer,pair_id,concept,topk_jaccard,sparse_cosine
26,positive_sentiment-03,positive_sentiment,0.26534653465346536,0.9660999327217742
26,positive_sentiment-04,positive_sentiment,0.22986577181208054,0.9536564507470459
26,positive_sentiment-05,positive_sentiment,0.41284403669724773,0.9787430091962116
26,positive_sentiment-06,positive_sentiment,0.279383429672447,0.9639158498832134
26,positive_sentiment-07,positive_sentiment,0.3100511073253833,0.9679804687019743
26,positive_sentiment-08,positive_sentiment,0.28867924528301886,0.9770258074494018
26,positive_sentiment-09,positive_sentiment,0.3169734151329243,0.9745638396031774
26,positive_sentiment-10,positive_sentiment,0.3755186721991701,0.9743987465531274
26,positive_sentiment-11,positive_sentiment,0.3853564547206166,0.9722886626017665
26,positive_sentiment-12,positive_sentiment,0.2597864768683274,0.9691515013459704
26,positive_sentiment-13,positive_sentiment,0.37857142857142856,0.9638509625427929
26,positive_sentiment-14,positive_sentiment,0.3259423503325942,0.9814497047101494
26,positive_sentiment-15,positive_sentiment,0.3816631130063966,0.9794379162814384
26,negative_sentiment-00,negative_sentiment,0.3897707231040564,0.9652151308577941
26,negative_sentiment-01,negative_sentiment,0.3362218370883882,0.9693720599309181
26,negative_sentiment-02,negative_sentiment,0.29721362229102166,0.9459332261063973
26,negative_sentiment-03,negative_sentiment,0.23745819397993312,0.9566476730623248
26,negative_sentiment-04,negative_sentiment,0.2719869706840391,0.9586731362896578
26,negative_sentiment-05,negative_sentiment,0.3956989247311828,0.9728123156712534
26,negative_sentiment-06,negative_sentiment,0.19148936170212766,0.9651287673585536
26,negative_sentiment-07,negative_sentiment,0.2815198618307427,0.9694833164540114
26,negative_sentiment-08,negative_sentiment,0.20761904761904762,0.9758022273465673
26,negative_sentiment-09,negative_sentiment,0.2867132867132867,0.9707104375173238
26,negative_sentiment-10,negative_sentiment,0.3564356435643564,0.9789782397077743
26,negative_sentiment-11,negative_sentiment,0.3036912751677852,0.9475709835302312
26,negative_sentiment-12,negative_sentiment,0.27631578947368424,0.9574917983704665
26,negative_sentiment-13,negative_sentiment,0.3356401384083045,0.9597336644213671
26,negative_sentiment-14,negative_sentiment,0.31297709923664124,0.9617859892985854
26,negative_sentiment-15,negative_sentiment,0.4134199134199134,0.9799140499407444
26,german_language-00,german_language,0.5523255813953488,0.9858823980876071
26,german_language-01,german_language,0.5583333333333333,0.9818781030077225
26,german_language-02,german_language,0.5413533834586466,0.9406695352378446
26,german_language-03,german_language,0.4495967741935484,0.9351639990022604
26,german_language-04,german_language,0.43526785714285715,0.9371321944674489
26,german_language-05,german_language,0.3906810035842294,0.9498115774761665
26,german_language-06,german_language,0.3686274509803922,0.9436436080386009
26,german_language-07,german_language,0.4104803493449782,0.9490598262643566
26,german_language-08,german_language,0.4007285974499089,0.9395215467703346
26,german_language-09,german_language,0.4142538975501114,0.9448209357654925
26,german_language-10,german_language,0.39755351681957185,0.9185348808213194
26,german_language-11,german_language,0.4053497942386831,0.937445479032733
26,german_language-12,german_language,0.41130604288499023,0.9471812839566915
26,german_language-13,german_language,0.5907258064516129,0.9664699465639633
26,german_language-14,german_language,0.40039447731755423,0.9421392933556214
26,german_language-15,german_language,0.4343675417661098,0.9659463453760118
26,factual_entities-00,factual_entities,0.3542009884678748,0.982803078620405
26,factual_entities-01,factual_entities,0.2428842504743833,0.9777129644013733
26,factual_entities-02,factual_entities,0.38684719535783363,0.9848257590673264
26,factual_entities-03,factual_entities,0.376425855513308,0.9864308237412153
26,factual_entities-04,factual_entities,0.2860520094562648,0.9872782212647289
26,factual_entities-05,factual_entities,0.32727272727272727,0.9894438471069814
26,factual_entities-06,factual_entities,0.34368530020703936,0.9877802949790806
26,factual_entities-07,factual_entities,0.21451104100946372,0.9681214259269855
26,factual_entities-08,factual_entities,0.28824833702882485,0.9861508215351278
26,factual_entities-09,factual_entities,0.3897338403041825,0.9858127629409149
26,factual_entities-10,factual_entities,0.37916666666666665,0.9843385828538938
26,factual_entities-11,factual_entities,0.2708333333333333,0.9766906457898232
26,factual_entities-12,factual_entities,0.31981981981981983,0.9858022274230956
26,factual_entities-13,factual_entities,0.30103092783505153,0.9818253711354649
26,factual_entities-14,factual_entities,0.29324894514767935,0.9842300426384109
26,factual_entities-15,factual_entities,0.266260162601626,0.9824575222850866
26,uncertainty-00,uncertainty,0.23006535947712417,0.9647279190124038
26,uncertainty-01,uncertainty,0.2147239263803681,0.9668632556776208
26,uncertainty-02,uncertainty,0.2440944881889764,0.9644592593944762
26,uncertainty-03,uncertainty,0.22727272727272727,0.9537769089985246
26,uncertainty-04,uncertainty,0.23190789473684212,0.9746432914962311
26,uncertainty-05,uncertainty,0.3225806451612903,0.9640010591452041
26,uncertainty-06,uncertainty,0.26768377253814146,0.9682388056898258
26,uncertainty-07,uncertainty,0.28419452887537994,0.9682876208095923
26,uncertainty-08,uncertainty,0.2387312186978297,0.9776347581787265
26,uncertainty-09,uncertainty,0.26853146853146853,0.9685934805164662
26,uncertainty-10,uncertainty,0.24279835390946503,0.9584198912471869
26,uncertainty-11,uncertainty,0.2344213649851632,0.969776567257657
26,uncertainty-12,uncertainty,0.26040061633281975,0.975147223148218
26,uncertainty-13,uncertainty,0.22886297376093295,0.9631413403561002
26,uncertainty-14,uncertainty,0.20998531571218795,0.971263152992093
26,uncertainty-15,uncertainty,0.28424153166421207,0.9664766127608434
